Minute,Team,xG,PSxG,Outcome,Event Type,match_url
41,Tottenham Hotspur,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
41,Tottenham,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
45,Tottenham,0.04,0,Off Target,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
52,Tottenham,0.1,0.08,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
54,Southampton,0.03,0.13,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
55,Tottenham,0.05,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
59,Tottenham,0.05,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
60,Southampton,0.06,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
64,Southampton,0.02,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
69,Southampton,0.01,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
70,Tottenham,0.27,0.83,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
70,Tottenham,0.02,0,Off Target,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
70,Tottenham,0.02,0,Off Target,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
76,Tottenham,0.24,0,Off Target,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
78,Tottenham,0.07,0.09,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
79,Tottenham,0.07,0.05,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
84,Tottenham,0.02,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
87,Tottenham,0.03,0.03,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
88,Tottenham,0.14,0.1,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
90,Tottenham,0.14,0.43,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
90,Southampton,0.07,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
90,Tottenham,0.03,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
90,Tottenham,0.09,0,Off Target,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
90,Tottenham,0.06,0.09,Saved,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
90,Tottenham,0.04,0,Blocked,Shot,https://fbref.com/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
4,Manchester City,0.09,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
5,Manchester City,0.07,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
14,Manchester City,0.53,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
16,Arsenal,0.15,0.04,Saved,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
19,Manchester City,0.06,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
27,Arsenal,0.03,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
31,Arsenal,0.12,0.34,Goal,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
39,Arsenal,0.05,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
43,Arsenal,0.11,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
51,Arsenal,0.04,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
57,Manchester City,0.79,0.99,Goal,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
58,Arsenal,0.26,0,Woodwork,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
59,Arsenal,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
66,Manchester City,0.02,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
71,Manchester City,0.03,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
74,Manchester City,0.02,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
74,Manchester City,0.03,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
80,Manchester City,0.04,0,Off Target,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
82,Manchester City,0.03,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
87,Manchester City,0.05,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
90,Manchester City,0.04,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
90,Manchester City,0.07,0,Blocked,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
90,Manchester City,0.13,0.67,Goal,Shot,https://fbref.com/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
3,Norwich City,0.09,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
9,Norwich City,0.02,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
12,Norwich City,0.05,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
19,Watford,0.03,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
23,Watford,0.06,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
29,Watford,0.07,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
29,Watford,0.02,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
30,Watford,0.03,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
32,Watford,0.02,0.03,Saved,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
45,Watford,0.12,0.06,Saved,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
45,Watford,0.42,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
47,Watford,0.05,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
51,Norwich City,0.71,0.92,Goal,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
74,Norwich City,0.06,0.38,Goal,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
78,Watford,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
79,Norwich City,0.05,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
80,Norwich City,0.14,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
81,Watford,0.18,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
81,Watford,0.06,0.03,Saved,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
86,Watford,0.06,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
90,Watford,0.02,0,Off Target,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
90,Watford,0.02,0,Woodwork,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
90,Watford,0.03,0,Blocked,Shot,https://fbref.com/en/matches/5c592680/Watford-Norwich-City-January-21-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
2,Aston Villa,0.15,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
9,Leeds United,0.08,0.56,Goal,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
14,Leeds United,0.03,0.08,Saved,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
19,Leeds United,0.01,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
25,Aston Villa,0.1,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
29,Leeds United,0.05,0,Woodwork,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
30,Aston Villa,0.11,0.57,Goal,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
34,Aston Villa,0.02,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
37,Leeds United,0.06,0.12,Saved,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
38,Aston Villa,0.47,0.71,Goal,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
44,Aston Villa,0.33,0.9,Goal,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
45,Aston Villa,0.14,0,Blocked,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
45,Aston Villa,0.09,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
45,Leeds United,0.03,0,Blocked,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
45,Leeds United,0.86,0.95,Goal,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
48,Leeds United,0.02,0.04,Saved,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
51,Aston Villa,0.12,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
53,Leeds United,0.04,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
62,Leeds United,0.03,0,Blocked,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
62,Leeds United,0.25,0,Blocked,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
63,Leeds United,0.08,0,Blocked,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
63,Leeds United,0.21,0.35,Goal,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
67,Aston Villa,0.01,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
72,Leeds United,0.06,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
74,Leeds United,0.07,0.01,Saved,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
78,Leeds United,0.07,0,Off Target,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
79,Aston Villa,0.08,0,Blocked,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
84,Aston Villa,0.02,0.08,Saved,Shot,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
87,Aston Villa,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/f1e84229/Aston-Villa-Leeds-United-February-9-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
7,Arsenal,0.02,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
16,Wolves,0.04,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
22,Arsenal,0.21,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
22,Arsenal,0.09,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
22,Wolves,0.02,0.02,Saved,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
25,Arsenal,0.31,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
25,Arsenal,0.73,0.81,Goal,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
37,Wolves,0.06,0.07,Saved,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
42,Arsenal,0.11,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
42,Wolves,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
43,Arsenal,0.12,0.03,Saved,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
44,Arsenal,0.04,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
45,Arsenal,0.01,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
45,Wolves,0.04,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
52,Wolves,0.02,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
54,Wolves,0.07,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
54,Wolves,0.07,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
58,Arsenal,0.03,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
63,Arsenal,0.01,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
69,Arsenal,0,0,Red Card,Second Yellow Card,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
72,Arsenal,0.41,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
74,Wolves,0.05,0.15,Saved,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
83,Wolves,0.09,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
83,Wolves,0.16,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
83,Wolves,0.06,0.11,Saved,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
84,Wolves,0.02,0,Blocked,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
84,Wolves,0.03,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
90,Wolves,0.05,0,Off Target,Shot,https://fbref.com/en/matches/bf5f0f9e/Wolverhampton-Wanderers-Arsenal-February-10-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
5,Brighton,0.04,0.02,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
6,Manchester Utd,0.22,0.54,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
15,Brighton,0.03,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
16,Brighton,0.12,0.07,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
30,Brighton,0.03,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
32,Manchester Utd,0.01,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
37,Brighton,0.02,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
39,Brighton,0.11,0.41,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
40,Brighton,0.01,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
40,Brighton,0.13,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
44,Manchester Utd,0.08,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
51,Manchester Utd,0.05,0.45,Goal,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
54,Brighton & Hove Albion,0,0,Red Card,Red Card,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
56,Manchester Utd,0.03,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
56,Manchester Utd,0.11,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
61,Manchester Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
63,Manchester Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
66,Manchester Utd,0.19,0.12,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
66,Manchester Utd,0.02,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
71,Manchester Utd,0.46,0.29,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
74,Manchester Utd,0.06,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
75,Manchester Utd,0.14,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
78,Brighton,0.02,0,Woodwork,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
81,Manchester Utd,0.04,0.08,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
82,Manchester Utd,0.1,0.22,Saved,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
84,Manchester Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
84,Manchester Utd,0.02,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
87,Manchester Utd,0.02,0,Blocked,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
90,Manchester Utd,0.09,0.13,Goal,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
90,Brighton,0.22,0,Off Target,Shot,https://fbref.com/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League
0,0,0,0,0,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
11,Brentford,0,0,Red Card,Red Card,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
13,Newcastle Utd,0.07,0.24,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
16,Newcastle Utd,0.04,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
18,Newcastle Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
24,Newcastle Utd,0.04,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
26,Newcastle Utd,0.19,0.33,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
27,Newcastle Utd,0.03,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
27,Newcastle Utd,0.04,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
32,Newcastle Utd,0.04,0.02,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
33,Newcastle Utd,0.13,0.16,Goal,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
37,Newcastle Utd,0.13,0.03,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
39,Newcastle Utd,0.22,0.35,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
40,Newcastle Utd,0.03,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
44,Newcastle Utd,0.57,0.8,Goal,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
45,Newcastle Utd,0.07,0.15,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
47,Newcastle Utd,0.27,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
49,Brentford,0.03,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
50,Brentford,0.03,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
52,Newcastle Utd,0.1,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
59,Brentford,0.04,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
62,Newcastle Utd,0.07,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
63,Newcastle Utd,0.04,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
67,Newcastle Utd,0.02,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
70,Newcastle Utd,0.08,0.09,Saved,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
70,Newcastle Utd,0.21,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
70,Newcastle Utd,0.17,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
77,Brentford,0.08,0,Blocked,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
79,Newcastle Utd,0.04,0,Off Target,Shot,https://fbref.com/en/matches/fd61d442/Brentford-Newcastle-United-February-26-2022-Premier-League
